BP Number,Priority,Public Safety and Disaster,Reference,cable,internet/Data,satellite,wireless,wireline,Service Provider,Network Operator,"Priority (1,2,3)",Equipment Supplier,Property Manager,Government,Public Safety,Keywords,,,,,,,,,,,,,,,,,,,,,
12/10/5252,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Buildings, Disaster Recovery, Facilities - Transport,,,,,,,,,,,,,,,,,,,
12/10/5255,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Disaster Recovery, Facilities - Transport, Information Protection, Network Operations,,,,,,,,,,,,,,,,,,
12/10/5256,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Disaster Recovery, Network Operations, Technical Support,,,,,,,,,,,,,,,,,,,
12/10/5261,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Buildings, Disaster Recovery, Emergency Preparedness, Facilities - Transport, Industry Cooperation, Network Interoperability, Network Operations, Network Provisioning,,,,,,,,,,,,,,
12/10/5263,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Disaster Recovery, Facilities - Transport, Network Operations, Network Provisioning,,,,,,,,,,,,,,,,,,
12/10/5264,Highly Important,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Business Continuity, Emergency Preparedness, Facilities - Transport, Network Operations, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12-10-0409,Highly Important,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,Network Elements, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,,
12/10/5265,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE,Corporate Ethics, Human Resources, Physical Security Management, Policy, Security Systems,,,,,,,,,,,,,,,,,
12/10/5267,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,Cyber Security, Disaster Recovery, Emergency Preparedness, Guard Services, Network Operations, Physical Security Management, Procedures, Supervision, Training and Awareness,,,,,,,,,,,,,
12/10/5270,Highly Important,TRUE,"Cross Reference BP 8567 ""News Disinformation""",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,Cyber Security, Disaster Recovery, Emergency Preparedness, Intrusion Detection, Physical Security Management, Training and Awareness,,,,,,,,,,,,,,,,
12/10/5271,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Access Control, Business Continuity, Cyber Security, Emergency Preparedness, Industry Cooperation, Physical Security Management,,,,,,,,,,,,,,,,
12/10/5274,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,Access Control, Buildings, Physical Security Management, Procedures, Security Systems,,,,,,,,,,,,,,,,,
12/10/5275,Critical,TRUE,"This could include, but is not limited to, moving crisis team personnel to locations where there exists long-term power backup, installing generator backup at certain critical sites, etc.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Emergency Preparedness, Human Resources, Network Operations, Power, Public Safety and Disaster,,,,,,,,,,,,,,,
12/10/5277,Highly Important,FALSE,See Best Practice 5218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,Corporate Ethics, Hardware, Human Resources, Information Protection, Physical Security Management, Software,,,,,,,,,,,,,,,,
12/10/5279,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Physical Security Management,,,,,,,,,,,,,,,,,,,,,
12/10/5280,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Access Control, Corporate Ethics, Disaster Recovery, Emergency Preparedness, Guard Services, Physical Security Management, Policy, Procedures, Supervision, Training and Awareness,,,,,,,,,,,,
12/11/3240,Highly Important,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Network Provisioning,,,,,,,,,,,,,,,,,,,,,
12/11/3244,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/11/3250,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/11/3251,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/11/3252,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/11/3253,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/11/3254,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Emergency Preparedness, Essential Services, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12-12-0491,Critical,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE,Emergency Preparedness, Liaison, Pandemic, Physical Security Management, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0494,Highly Important,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,Buildings, Industry Cooperation, Network Design, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0497,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Emergency Preparedness, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12-12-0499,Critical,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Facilities - Transport, Network Design, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12/9/8061,Critical,TRUE,http://www.nric.org/meetings/docs/meeting_20041206/NRICVII_FG2B_December2004_BPs_Appendices.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,Cyber Security, Disaster Recovery, Emergency Preparedness, Training and Awareness,,,,,,,,,,,,,,,,,,
12-12-0507,Highly Important,TRUE,"\""Practical Network Support for IP Trace back\""\"" by Stefan Savage et.al., Dept. of Computer Science and Engineering, Univ of Washington, Tech Report UW-CSE-2000-02-01 with a version published in the Proceedings of the 2000 ACM SIBCOMM pp256-306 Stockholm, Sweden, August 2000
Hash based as described in \""\""Hash Based IP Traceback\""\"" by Alex C Snoeren et.al of BBN published in Proceedings of the 2001 ACM SIBCOMM, San Diego, CA August 2001
A physical network arrangement as described in \""\""CENTERTRACK, An IP Overlay Network\""\"" by Robert Stone of UUNET presented at NANOG #17 October 5, 1999.
John Ioannidis and Steven M. Bellovin, \""\""Implementing Pushback: Router-Based Defense Against DDoS Attacks\""\"", NDSS, February 2002. http://www.ietf.org/rfc/rfc3882.txt.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Cyber Security, Network Operations, Public Safety, Public Safety and Disaster, Security Systems,,,,,,,,,,,,,,,,,
12-12-0508,Important,TRUE,"For interconnection templates, see  NRIC III Section 8.4, Internet Interconnection Template.  For existing data connection trust agreements, see NRIC III, Section 6.7.

Also see NRIC V Focus Group 4\\\'s Service Provider Interconnection for Internet.  See http://www.nric.org/fg/fg4/ISP_Interconnection.doc and http://www.nric.org/pubs/nric3/reportj9.doc FCC URL(s) needs added to this reference when available to provide userâ€™s access to older NRIC Final Reports and supporting documents.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Facilities - Transport, Industry Cooperation, Network Design, Network Interoperability, Network Operations, Network Provisioning, Policy, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,
12-12-0518,Important,TRUE,See BP 0616 for \\\'Failure Effects Analysis\\\',TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Network Design, Network Elements, Network Operations, Network Provisioning, Pandemic, Policy, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,
12-12-0519,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Network Design, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Policy, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,
12-12-0521,Highly Important,TRUE,"For example, IETF standards and applicable ANSI T-1 Standards.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Industry Cooperation, Network Design, Network Elements, Network Interoperability, Policy, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-0522,Highly Important,TRUE,"The current environment of numerous Network Operators, Service Providers and Equipment Suppliers elevates the importance of industry dialogue and standards (e.g., IETF, ITU-T, NANOG, CSRIC).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Industry Cooperation, Liaison, Policy, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12-12-0529,Highly Important,TRUE,"See ATIS-0300028, Next Generation Interconnection Interoperability (NGIIF) Reference Document: Part VII, Information Sharing, at http://www.atis.org/docstore. Note: This Best practice could impact 9-1-1 operations.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Documentation, Industry Cooperation, Liaison, Network Interoperability, Network Operations, Policy, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,
12-12-0543,Critical,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,TRUE,FALSE,TRUE,Buildings, Business Continuity, Emergency Preparedness, Network Design, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-0551,Important,FALSE,"www.atis.org/niif/index.asp
Network Interconnection Interoperability Forum (NIIF)
Reference Document NIIF 5001
The NIIF Interconnection Template (Network Interconnection Bilateral Agreement Template), Issue 3.0
ATIS0300004. See NIIF Reference document Part 3, Appendix I. This document provides guidance for desirable security features for any network element (call agent, feature server, soft switch, cross connect, gateway, database). It identifies security functionality, which should be in place by design, device or procedure. It includes an assessment framework series of checklists.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Interoperability, Network Operations, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0588,Highly Important,TRUE,"Training should be provided for personnel involved in the direct operation, maintenance, provisioning, security and support of network elements. A successful program should educate its target audience on the technology, its benefits and risks, and the magnitude of traffic carried. The training might include the functionality and the network impact of failure of active and standby (protect) equipment in processors, interfaces, peripheral power supplies, and other related components, and the identification of active and standby (protect) units. Special emphasis should focus on the systematic processes for trouble isolation and repair.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Contractors and Vendors, Network Operations, Pandemic, Public Safety, Public Safety and Disaster, Supervision, Training and Awareness,,,,,,,,,,,,,,,
12-12-0592,Highly Important,TRUE,Monitoring and administration locations should be minimized to provide consistency of operations and overall management. Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Business Continuity, Emergency Preparedness, Network Elements, Network Operations, Network Provisioning, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-0596,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Network Operations, Network Provisioning, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12-12-0602,Important,TRUE,The volume of alarms during provisioning creates a potential for alarm saturation and makes it very difficult to differentiate between a real alarm and those caused by other activities. A common practice is to simply inhibit these alarms or set their thresholds so high they do not report. The danger here is that there must be a fail-safe measure to turn these alarms back on when the facility is carrying traffic. Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Facilities - Transport, Network Operations, Network Provisioning, Procedures, Public Safety, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,,
12-12-0608,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Facilities - Transport, Industry Cooperation, Network Design, Network Interoperability, Network Operations, Network Provisioning, Pandemic, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,
12-12-0609,Highly Important,TRUE,See BP 1031 for additional mutual aid information.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Emergency Preparedness, Industry Cooperation, Network Interoperability, Pandemic, Policy, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,
12-12-0612,Critical,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,Network Elements, Network Operations, Network Provisioning, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0616,Highly Important,TRUE,Note: This Best Practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Network Operations, Pandemic, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12-12-0618,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Hardware, Industry Cooperation, Network Design, Network Elements, Network Provisioning, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,
12-12-0629,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Contractors and Vendors, Fire, Procedures, Public Safety, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,,,
12-12-0630,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,Contractors and Vendors, Fire, Network Operations, Network Provisioning, Procedures, Public Safety, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,
12-12-0692,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Hardware, Network Design, Power, Public Safety, Public Safety and Disaster, Security Systems,,,,,,,,,,,,,,,,
12-12-0693,Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,TRUE,Contractors and Vendors, Fire, Network Operations, Network Provisioning, Procedures, Public Safety, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,
12-12-0731,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Business Continuity, Emergency Preparedness, Facilities - Transport, Network Design, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0744,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Network Elements, Public Safety, Public Safety and Disaster, Technical Support,,,,,,,,,,,,,,,,,,
12-12-0747,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Network Elements, Policy, Public Safety, Public Safety and Disaster, Technical Support,,,,,,,,,,,,,,,,,
12-12-0762,Highly Important,FALSE,"Examples of such services include DNS and other directory services, SIP, H.323, and other application-level gateways. To ensure interoperability, all implementations of such IP-based application protocols should conform to the applicable IETF standards for those protocols.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Interoperability, Public Safety, Public Safety and Disaster, Software,,,,,,,,,,,,,,,,,
12-12-0764,Highly Important,TRUE,"See RFC 2309, RFC 2914, and RFC 3155 for examples.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Cyber Security, Network Interoperability, Pandemic, Public Safety, Public Safety and Disaster, Software,,,,,,,,,,,,,,,,
12-12-0771,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Access Control, Physical Security Management, Procedures, Public Safety, Public Safety and Disaster, Visitors,,,,,,,,,,,,,,,,
12-12-0772,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Industry Cooperation, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12-10-0411,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Facilities - Transport, Network Operations,,,,,,,,,,,,,,,,,,,,
12-12-0779,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Cyber Security, Disaster Recovery, Emergency Preparedness, Physical Security Management, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-0782,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Contractors and Vendors, Disaster Recovery, Facilities - Transport, Hardware, Network Operations, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,
12-12-0785,Critical,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,Business Continuity, Cyber Security, Emergency Preparedness, Information Protection, Network Operations, Pandemic, Physical Security Management, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,
12-12-0787,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,TRUE,Disaster Recovery, Emergency Preparedness, Pandemic, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0789,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Emergency Preparedness, Pandemic, Policy, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-0793,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Essential Services, Human Resources, Pandemic, Policy, Public Safety, Public Safety and Disaster, Supervision,,,,,,,,,,,,,,
12-12-0794,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Emergency Preparedness, Network Operations, Pandemic, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/12/3218,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,Essential Services, Human Resources, Public Safety, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,,,,
12-12-0795,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Documentation, Emergency Preparedness, Network Operations, Network Provisioning, Pandemic, Policy, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,
12-12-0796,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Documentation, Emergency Preparedness, Network Operations, Network Provisioning, Pandemic, Policy, Procedures, Public Safety and Disaster,,,,,,,,,,,,
12-12-0805,Important,TRUE,"Organizations that are working on operational standards and practices supporting broadband services and interoperability: ITU-T, particularly Study Groups 2, Study Group 12 and Study Group 13. Also the IETF, ANSI T1A1, DSL Forum, CableLabs, and the TeleManagement Forum. Note: This Best practice could impact 9-1-1 operations.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Documentation, Industry Cooperation, Network Interoperability, Policy, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0806,Critical,TRUE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,Cyber Security, Intrusion Detection, Network Operations, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12-12-0814,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Cyber Security, Facilities - Transport, Network Design, Network Operations, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-0820,Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Network Design, Network Elements, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12-12-0821,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Industry Cooperation, Network Elements, Network Provisioning, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12-12-0822,Highly Important,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Cyber Security, Network Design, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12-12-0900,Highly Important,FALSE,See Testing in Section 5.1.4 of NENA 56-504 â€œNENA VoIP 9-1-1 Deployment and Operational Guidelinesâ€.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Network Provisioning, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12-12-0901,Important,TRUE,"Because the \""originating end user\"" customers are also stakeholders in the success of a 9-1-1 call, they should also participate in testing with the VSP. This best practice is also applicable to legacy private branch exchange (PBX) environments; the PBX service provider should perform the extensive call-through testing steps. Edited before upload.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,,
12-12-0902,Highly Important,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Network Provisioning, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12-12-1008,Important,TRUE,See the National Incident Management System (NIMS) http://www.fema.gov/national-incident-management-system. See also National Fire Protection Association Standard 1600. http://www.nfpa.org/codes-and-standards/document-information-pages?mode=code&amp;code=1600 (Free but requires registration).,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,Business Continuity, Disaster Recovery, Network Operations, Pandemic, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-1063,Critical,FALSE,"See ATIS-1000111.2005(R2010), Signalling System Number 7 (SS7) â€“ Message Transfer Part (MTP) at http://www.atis.org/docstore.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Business Continuity, Emergency Preparedness, Network Design, Pandemic, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-10-0418,Highly Important,TRUE,Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,Network Operations, Procedures,,,,,,,,,,,,,,,,,,,,
12-12-1064,Highly Important,TRUE,"See ATIS-0300026, Next Generation Interconnection Interoperability (NGIIF) Reference Document: Part VI, Network Management Guidelines, at http://www.atis.org/docstore",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,Disaster Recovery, Emergency Preparedness, Network Interoperability, Network Operations, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12-12-1068,Highly Important,TRUE,http://www.ul.com/global/eng/pages/solutions/standards/accessstandards/,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,Buildings, Network Design, Network Operations, Power, Procedures, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,
12-12-1069,Highly Important,TRUE,"This may include stamping copper ground bars with â€œRegistered Propertyâ€ and â€œRecycling Prohibitedâ€, tinning copper ground bars or coating them with cold galvanizing spray, and marking cable with identifying markings.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,Facilities - Transport, Hardware, Physical Security Management, Power, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/12/3203,Important,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Disaster Recovery, Emergency Preparedness, Industry Cooperation, Liaison, Network Design, Pandemic, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,
12/12/3205,Important,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Essential Services, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
12/12/3214,Important,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,Essential Services, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,
